"parental_stress","failure_mindset","effort_attrib","ability_attrib","cbq_control","education","income","child_age","parental_stress_c","failure_mindset_c","cbq_control_c","child_age_c"
2.11111111111111,4.33333333333333,1.66666666666667,5.33333333333333,6,7,5,7.583,-0.207974796633282,0.531220657276995,0.773507130124777,1.56576923076923
2.38888888888889,4.33333333333333,4.33333333333333,4.33333333333333,5.66666666666667,5,NA,7,0.069802981144496,0.531220657276995,0.440173796791444,0.982769230769231
2,4,5.33333333333333,5.66666666666667,5.25,3,4,7.666,-0.319085907744393,0.197887323943662,0.0235071301247771,1.64876923076923
1.61111111111111,4,4.66666666666667,4,5.16666666666667,5,4,NA,-0.707974796633282,0.197887323943662,-0.0598262032085559,NA
2.88888888888889,4,4,6,6.08333333333333,5,5,6.75,0.569802981144496,0.197887323943662,0.85684046345811,0.732769230769231
1.77777777777778,4.5,3,4.66666666666667,5.83333333333333,7,8,NA,-0.541308129966615,0.697887323943662,0.60684046345811,NA
2.77777777777778,3.66666666666667,2.33333333333333,5.33333333333333,5.66666666666667,5,6,5.833,0.458691870033385,-0.135446009389672,0.440173796791444,-0.184230769230769
2.38888888888889,3.66666666666667,5,2,5.25,5,6,6,0.069802981144496,-0.135446009389672,0.0235071301247771,-0.0172307692307694
1.38888888888889,4.5,1.66666666666667,5.66666666666667,5,3,4,6.083,-0.930197018855504,0.697887323943662,-0.226492869875223,0.0657692307692308
2.66666666666667,4,4,4.66666666666667,4.25,3,5,6.25,0.347580758922274,0.197887323943662,-0.976492869875223,0.232769230769231
2.77777777777778,2.66666666666667,6,2.66666666666667,4.41666666666667,4,6,NA,0.458691870033385,-1.13544600938967,-0.809826203208556,NA
2.27777777777778,4,1.66666666666667,5.33333333333333,6.16666666666667,5,6,5,-0.0413081299666151,0.197887323943662,0.940173796791444,-1.01723076923077
2.88888888888889,3.16666666666667,3.33333333333333,5,4.08333333333333,5,4,7.666,0.569802981144496,-0.635446009389672,-1.14315953654189,1.64876923076923
2.05555555555556,3,2.33333333333333,5.33333333333333,5.16666666666667,2,5,7.916,-0.263530352188837,-0.802112676056338,-0.0598262032085559,1.89876923076923
1.72222222222222,5,4.66666666666667,1.66666666666667,6.75,6,2,6.583,-0.596863685522171,1.19788732394366,1.52350713012478,0.565769230769231
2,3.33333333333333,6,1.66666666666667,5.33333333333333,5,4,4.833,-0.319085907744393,-0.468779342723005,0.10684046345811,-1.18423076923077
2.55555555555556,3.83333333333333,1.33333333333333,5.66666666666667,4,5,6,7.416,0.236469647811163,0.0312206572769953,-1.22649286987522,1.39876923076923
2.66666666666667,3.66666666666667,3.66666666666667,4.33333333333333,4.83333333333333,5,6,4.666,0.347580758922274,-0.135446009389672,-0.39315953654189,-1.35123076923077
1.72222222222222,3.83333333333333,5.33333333333333,5.33333333333333,5.25,5,1,5.833,-0.596863685522171,0.0312206572769953,0.0235071301247771,-0.184230769230769
2.77777777777778,3.16666666666667,4.66666666666667,5,4.83333333333333,5,8,5.25,0.458691870033385,-0.635446009389672,-0.39315953654189,-0.767230769230769
2.22222222222222,4.16666666666667,1.33333333333333,5,4.91666666666667,3,4,6,-0.0968636855221705,0.364553990610329,-0.309826203208556,-0.0172307692307694
3.11111111111111,3.33333333333333,4.66666666666667,3,3.25,2,2,4.75,0.792025203366718,-0.468779342723005,-1.97649286987522,-1.26723076923077
1.55555555555556,3.5,5.33333333333333,5,6,3,4,7.75,-0.763530352188837,-0.302112676056338,0.773507130124777,1.73276923076923
2.27777777777778,4.83333333333333,4.33333333333333,1.33333333333333,6.58333333333333,5,7,6.75,-0.0413081299666151,1.03122065727699,1.35684046345811,0.732769230769231
2.66666666666667,3.5,5,1,4.08333333333333,5,7,4.75,0.347580758922274,-0.302112676056338,-1.14315953654189,-1.26723076923077
2.16666666666667,3.66666666666667,4,5,6.25,6,8,5.166,-0.152419241077726,-0.135446009389672,1.02350713012478,-0.851230769230769
2.61111111111111,2.66666666666667,4.33333333333333,4.33333333333333,5.25,4,6,4.833,0.292025203366718,-1.13544600938967,0.0235071301247771,-1.18423076923077
2.11111111111111,3.5,3.66666666666667,4.33333333333333,4.5,5,5,4.666,-0.207974796633282,-0.302112676056338,-0.726492869875223,-1.35123076923077
2.05555555555556,3.5,5,4.33333333333333,5,3,6,NA,-0.263530352188837,-0.302112676056338,-0.226492869875223,NA
2.5,3.83333333333333,4.33333333333333,4,5.66666666666667,5,7,4.916,0.180914092255607,0.0312206572769953,0.440173796791444,-1.10123076923077
3.16666666666667,3.83333333333333,5,5,6,5,4,7.916,0.847580758922274,0.0312206572769953,0.773507130124777,1.89876923076923
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.33333333333333,3.83333333333333,5.33333333333333,6,5.5,5,6,6,0.0142474255889407,0.0312206572769953,0.273507130124777,-0.0172307692307694
2.83333333333333,4.16666666666667,4.66666666666667,3.66666666666667,4.58333333333333,5,4,4.25,0.514247425588941,0.364553990610329,-0.64315953654189,-1.76723076923077
2.77777777777778,3.83333333333333,2.66666666666667,6,6.91666666666667,5,7,4.916,0.458691870033385,0.0312206572769953,1.69017379679144,-1.10123076923077
1.77777777777778,4.16666666666667,4.33333333333333,5.66666666666667,5.91666666666667,6,8,5.833,-0.541308129966615,0.364553990610329,0.690173796791444,-0.184230769230769
2.05555555555556,3.66666666666667,4.66666666666667,5,5.66666666666667,5,6,5,-0.263530352188837,-0.135446009389672,0.440173796791444,-1.01723076923077
2.33333333333333,3.83333333333333,2.33333333333333,1,3.91666666666667,6,7,5.75,0.0142474255889407,0.0312206572769953,-1.30982620320856,-0.267230769230769
1.66666666666667,3.5,3.33333333333333,2,4.75,4,7,4.5,-0.652419241077726,-0.302112676056338,-0.476492869875223,-1.51723076923077
2.5,4.16666666666667,4.66666666666667,6,5.75,3,3,6.5,0.180914092255607,0.364553990610329,0.523507130124777,0.482769230769231
NA,4.33333333333333,NA,NA,NA,3,2,4.416,NA,0.531220657276995,NA,-1.60123076923077
2.88235294117647,3.16666666666667,4.33333333333333,5,5.33333333333333,1,3,5.916,0.563267033432078,-0.635446009389672,0.10684046345811,-0.101230769230769
3.05555555555556,3.5,5.66666666666667,5.66666666666667,4.08333333333333,6,7,4.25,0.736469647811163,-0.302112676056338,-1.14315953654189,-1.76723076923077
2.22222222222222,3.83333333333333,3.66666666666667,4,5.58333333333333,6,7,4.916,-0.0968636855221705,0.0312206572769953,0.35684046345811,-1.10123076923077
1.61111111111111,3.5,5.66666666666667,5,6.08333333333333,4,4,6.416,-0.707974796633282,-0.302112676056338,0.85684046345811,0.398769230769231
2.88888888888889,2.33333333333333,4.33333333333333,3.66666666666667,3.58333333333333,2,5,5.083,0.569802981144496,-1.468779342723,-1.64315953654189,-0.934230769230769
1.94444444444444,3.33333333333333,4.66666666666667,5,5.25,2,2,4,-0.374641463299948,-0.468779342723005,0.0235071301247771,-2.01723076923077
1.47058823529412,4.16666666666667,2.66666666666667,5.33333333333333,4.83333333333333,2,2,6.333,-0.848497672450275,0.364553990610329,-0.39315953654189,0.315769230769231
2.16666666666667,4,3.66666666666667,5,6.66666666666667,3,6,6.883,-0.152419241077726,0.197887323943662,1.44017379679144,0.865769230769231
2.11111111111111,3.5,5.33333333333333,6,6.25,6,7,4.666,-0.207974796633282,-0.302112676056338,1.02350713012478,-1.35123076923077
1.66666666666667,4.5,1.33333333333333,2,3.25,2,3,5.25,-0.652419241077726,0.697887323943662,-1.97649286987522,-0.767230769230769
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.05555555555556,3.66666666666667,5,5,5.16666666666667,6,7,4.25,-0.263530352188837,-0.135446009389672,-0.0598262032085559,-1.76723076923077
1.94444444444444,4,1.66666666666667,1.33333333333333,3.66666666666667,6,7,6.666,-0.374641463299948,0.197887323943662,-1.55982620320856,0.648769230769231
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2.66666666666667,NA,NA,NA,2,2,4.5,NA,-1.13544600938967,NA,-1.51723076923077
1,4.33333333333333,6,6,5.83333333333333,4,7,NA,-1.31908590774439,0.531220657276995,0.60684046345811,NA
2.55555555555556,2.83333333333333,4.33333333333333,1.66666666666667,5.66666666666667,3,3,5.416,0.236469647811163,-0.968779342723005,0.440173796791444,-0.601230769230769
1.72222222222222,4.16666666666667,2,2,6.08333333333333,5,6,5.166,-0.596863685522171,0.364553990610329,0.85684046345811,-0.851230769230769
1.27777777777778,3.5,2,1.33333333333333,5.66666666666667,5,3,NA,-1.04130812996662,-0.302112676056338,0.440173796791444,NA
2.22222222222222,3.5,3.33333333333333,4.33333333333333,4.5,4,5,7.5,-0.0968636855221705,-0.302112676056338,-0.726492869875223,1.48276923076923
2.27777777777778,5,4.33333333333333,5.66666666666667,6.41666666666667,3,8,6.833,-0.0413081299666151,1.19788732394366,1.19017379679144,0.815769230769231
1.77777777777778,4,4.66666666666667,1,3.81818181818182,2,4,NA,-0.541308129966615,0.197887323943662,-1.4083110516934,NA
1.5,5,1,1,6.33333333333333,5,4,NA,-0.819085907744393,1.19788732394366,1.10684046345811,NA
2.05555555555556,4.4,1.66666666666667,1,5.58333333333333,5,6,5.666,-0.263530352188837,0.597887323943662,0.35684046345811,-0.351230769230769
NA,NA,NA,NA,NA,3,2,6.25,NA,NA,NA,0.232769230769231
2.33333333333333,4.16666666666667,4,4.66666666666667,4.5,5,8,5.083,0.0142474255889407,0.364553990610329,-0.726492869875223,-0.934230769230769
2.61111111111111,3.5,4.33333333333333,5,4.75,5,6,4.916,0.292025203366718,-0.302112676056338,-0.476492869875223,-1.10123076923077
1.88888888888889,3.83333333333333,5,5,6.08333333333333,7,8,6.666,-0.430197018855504,0.0312206572769953,0.85684046345811,0.648769230769231
2.61111111111111,4.83333333333333,1.33333333333333,1,5.5,7,7,5.833,0.292025203366718,1.03122065727699,0.273507130124777,-0.184230769230769
1.61111111111111,3.66666666666667,4.66666666666667,5.33333333333333,4.16666666666667,6,8,5.75,-0.707974796633282,-0.135446009389672,-1.05982620320856,-0.267230769230769
2.16666666666667,4.33333333333333,4.66666666666667,5,5.58333333333333,5,8,NA,-0.152419241077726,0.531220657276995,0.35684046345811,NA
2.22222222222222,4.16666666666667,3.66666666666667,3.33333333333333,5.41666666666667,5,4,7.166,-0.0968636855221705,0.364553990610329,0.190173796791444,1.14876923076923
NA,5,NA,NA,NA,5,1,NA,NA,1.19788732394366,NA,NA
1.66666666666667,3.33333333333333,5.33333333333333,3.66666666666667,6,6,4,5.75,-0.652419241077726,-0.468779342723005,0.773507130124777,-0.267230769230769
3.16666666666667,3.16666666666667,5,4.33333333333333,4,4,7,7.75,0.847580758922274,-0.635446009389672,-1.22649286987522,1.73276923076923
2.5,4,4.33333333333333,4,4.5,5,8,7.916,0.180914092255607,0.197887323943662,-0.726492869875223,1.89876923076923
2.72222222222222,2.83333333333333,6,5.66666666666667,NA,5,7,6.166,0.403136314477829,-0.968779342723005,NA,0.148769230769231
1.66666666666667,4.66666666666667,3,3.33333333333333,6.25,4,4,6.25,-0.652419241077726,0.864553990610329,1.02350713012478,0.232769230769231
NA,NA,NA,NA,NA,4,7,5.083,NA,NA,NA,-0.934230769230769
1.66666666666667,3.33333333333333,1.33333333333333,3.66666666666667,3.36363636363636,4,6,6.5,-0.652419241077726,-0.468779342723005,-1.86285650623886,0.482769230769231
2.38888888888889,4.33333333333333,4.66666666666667,5,5.36363636363636,5,6,6.583,0.069802981144496,0.531220657276995,0.13714349376114,0.565769230769231
2.22222222222222,3.83333333333333,3.66666666666667,3,5.08333333333333,6,7,5.833,-0.0968636855221705,0.0312206572769953,-0.14315953654189,-0.184230769230769
1.94444444444444,3.83333333333333,4.33333333333333,1.66666666666667,5.25,6,6,7.5,-0.374641463299948,0.0312206572769953,0.0235071301247771,1.48276923076923
2.55555555555556,3.83333333333333,4,4.66666666666667,4.08333333333333,5,7,6.75,0.236469647811163,0.0312206572769953,-1.14315953654189,0.732769230769231
2.72222222222222,4.16666666666667,3.66666666666667,2.33333333333333,6.08333333333333,6,4,6.75,0.403136314477829,0.364553990610329,0.85684046345811,0.732769230769231
2.16666666666667,4.33333333333333,6,1.66666666666667,5.08333333333333,5,7,6.5,-0.152419241077726,0.531220657276995,-0.14315953654189,0.482769230769231
1.22222222222222,3.83333333333333,2.66666666666667,5,5.83333333333333,5,7,4.75,-1.09686368552217,0.0312206572769953,0.60684046345811,-1.26723076923077
1.88888888888889,5,3.66666666666667,4.66666666666667,6.08333333333333,5,8,5.583,-0.430197018855504,1.19788732394366,0.85684046345811,-0.434230769230769
1.33333333333333,4,4.33333333333333,1,6.16666666666667,6,5,5.583,-0.98575257441106,0.197887323943662,0.940173796791444,-0.434230769230769
1.66666666666667,3.83333333333333,1,1,5.58333333333333,5,8,7.25,-0.652419241077726,0.0312206572769953,0.35684046345811,1.23276923076923
2.94444444444444,3.33333333333333,4.33333333333333,2.33333333333333,NA,7,8,7.833,0.625358536700052,-0.468779342723005,NA,1.81576923076923
2.33333333333333,2.83333333333333,3,2.33333333333333,5,6,6,6.083,0.0142474255889407,-0.968779342723005,-0.226492869875223,0.0657692307692308
2.5,3.66666666666667,2.66666666666667,2.33333333333333,5.66666666666667,5,6,NA,0.180914092255607,-0.135446009389672,0.440173796791444,NA
1.94444444444444,3.66666666666667,4.33333333333333,1.33333333333333,4.33333333333333,4,3,NA,-0.374641463299948,-0.135446009389672,-0.89315953654189,NA
1.5,3.33333333333333,NA,NA,NA,2,1,6.5,-0.819085907744393,-0.468779342723005,NA,0.482769230769231
3,3.5,4,4,3.75,6,8,NA,0.680914092255607,-0.302112676056338,-1.47649286987522,NA
1.77777777777778,5,1,2.33333333333333,5.83333333333333,3,7,7,-0.541308129966615,1.19788732394366,0.60684046345811,0.982769230769231
2.05555555555556,3.83333333333333,3.66666666666667,5,5.5,7,8,NA,-0.263530352188837,0.0312206572769953,0.273507130124777,NA
2.05555555555556,4.5,4.33333333333333,1.66666666666667,4.83333333333333,5,7,NA,-0.263530352188837,0.697887323943662,-0.39315953654189,NA
1.72222222222222,4,2.66666666666667,3,6.41666666666667,6,6,NA,-0.596863685522171,0.197887323943662,1.19017379679144,NA
2.44444444444444,3.66666666666667,5,4.33333333333333,3.33333333333333,5,7,NA,0.125358536700052,-0.135446009389672,-1.89315953654189,NA
2.05555555555556,4.16666666666667,4,5,6.08333333333333,6,6,NA,-0.263530352188837,0.364553990610329,0.85684046345811,NA
2.05555555555556,3.5,5,5.33333333333333,5.75,3,6,NA,-0.263530352188837,-0.302112676056338,0.523507130124777,NA
1.94444444444444,3.66666666666667,4.33333333333333,5.66666666666667,4.33333333333333,6,5,NA,-0.374641463299948,-0.135446009389672,-0.89315953654189,NA
2.66666666666667,4.16666666666667,4.66666666666667,5,6,3,8,4,0.347580758922274,0.364553990610329,0.773507130124777,-2.01723076923077
1.72222222222222,3.66666666666667,3.66666666666667,4.66666666666667,5.75,5,6,NA,-0.596863685522171,-0.135446009389672,0.523507130124777,NA
3.16666666666667,4,5,3,4.75,6,5,NA,0.847580758922274,0.197887323943662,-0.476492869875223,NA
2.22222222222222,3.83333333333333,2.66666666666667,5.33333333333333,5.16666666666667,5,5,NA,-0.0968636855221705,0.0312206572769953,-0.0598262032085559,NA
2.11111111111111,3.66666666666667,3,3,5.41666666666667,5,3,NA,-0.207974796633282,-0.135446009389672,0.190173796791444,NA
2.38888888888889,3.5,2,2.66666666666667,4.91666666666667,6,7,NA,0.069802981144496,-0.302112676056338,-0.309826203208556,NA
2.77777777777778,3.5,5.33333333333333,5,4.66666666666667,3,3,NA,0.458691870033385,-0.302112676056338,-0.559826203208556,NA
